Module,Lesson,Step number,Step title,Step type,What is the rationale for this step?,Content Outline
10,11,9,Course concept review infographics,Content,Understanding Course concept review infographics is important for mastering this subject matter.,- Key content in this section
10,12,1,Advanced robotics vocabulary with student-friendly definitions and images,Content,Understanding Advanced robotics vocabulary with student-friendly definitions and images is important for mastering this subject matter.,- Key content in this section
10,12,2,Visual glossary of future technology terms with everyday comparisons,Content,Understanding Visual glossary of future technology terms with everyday comparisons is important for mastering this subject matter.,- Key content in this section
10,12,3,Connections between new terms and familiar concepts from earlier modules,Content,Understanding Connections between new terms and familiar concepts from earlier modules is important for mastering this subject matter.,- Key content in this section
10,12,4,Complete course vocabulary review reference organized by module,Content,Understanding Complete course vocabulary review reference organized by module is important for mastering this subject matter.,- Key content in this section
10,12,5,"""Future Tech Translator"" simplifying complex emerging technology concepts",Content,"Understanding ""Future Tech Translator"" simplifying complex emerging technology concepts is important for mastering this subject matter.",- Key content in this section
10,12,6,Word relationship map showing connections across all course vocabulary,Content,Understanding Word relationship map showing connections across all course vocabulary is important for mastering this subject matter.,- Key content in this section
10,12,7,Audio pronunciation guide for advanced terminology,Content,Understanding Audio pronunciation guide for advanced terminology is important for mastering this subject matter.,- Key content in this section
10,13,1,Final project planning document with specific criteria,Quiz,Understanding Final project planning document with specific criteria is important for mastering this subject matter.,- Key content in this section
10,13,2,Project development with structured checkpoints and feedback opportunities,Quiz,Understanding Project development with structured checkpoints and feedback opportunities is important for mastering this subject matter.,- Key content in this section
10,13,3,Final presentation of project (digital format) with guided structure,Quiz,Understanding Final presentation of project (digital format) with guided structure is important for mastering this subject matter.,- Key content in this section
10,13,4,Self-assessment rubric for project quality with specific indicators,Quiz,Understanding Self-assessment rubric for project quality with specific indicators is important for mastering this subject matter.,- Key content in this section
10,13,5,Course concept application demonstration within the project,Quiz,Understanding Course concept application demonstration within the project is important for mastering this subject matter.,- Key content in this section
10,13,6,Reflection on ethical considerations in the project design,Quiz,Understanding Reflection on ethical considerations in the project design is important for mastering this subject matter.,- Key content in this section
10,13,7,Optional: Peer feedback opportunity (if available in platform),Activity,Understanding Optional: Peer feedback opportunity (if available in platform) is important for mastering this subject matter.,- Key content in this section
10,13,8,Course knowledge review assessment with immediate feedback,Quiz,Understanding Course knowledge review assessment with immediate feedback is important for mastering this subject matter.,- Key content in this section
10,14,1,"""Future Robotics Expert"" theme throughout the module",Content,"Understanding ""Future Robotics Expert"" theme throughout the module is important for mastering this subject matter.",- Key content in this section
10,14,2,Inspiring stories of young people in robotics with diverse examples,Quiz,Understanding Inspiring stories of young people in robotics with diverse examples is important for mastering this subject matter.,- Key content in this section
10,14,3,Videos of amazing new robots with guided viewing questions,Content,Understanding Videos of amazing new robots with guided viewing questions is important for mastering this subject matter.,- Key content in this section
10,14,4,"""Innovation Challenge"" prompts for creative thinking",Content,"Understanding ""Innovation Challenge"" prompts for creative thinking is important for mastering this subject matter.",- Key content in this section
10,14,5,Career connection: simple explanations of robotics careers with day-in-the-life examples,Quiz,Understanding Career connection: simple explanations of robotics careers with day-in-the-life examples is important for mastering this subject matter.,- Key content in this section
10,14,6,"Personal connection: ""How might you use robotics in your future?""",Content,"Understanding Personal connection: ""How might you use robotics in your future?"" is important for mastering this subject matter.",- Key content in this section
10,14,7,Achievement badges for completed project milestones,Quiz,Understanding Achievement badges for completed project milestones is important for mastering this subject matter.,- Key content in this section
10,14,8,Digital certificate of completion for the course,Content,Understanding Digital certificate of completion for the course is important for mastering this subject matter.,- Key content in this section
10,15,1,Text descriptions of all future technology concepts and images,Content,Understanding Text descriptions of all future technology concepts and images is important for mastering this subject matter.,- Key content in this section
10,15,2,Multiple project options with varying complexity,Quiz,Understanding Multiple project options with varying complexity is important for mastering this subject matter.,- Key content in this section
10,15,3,"Alternative presentation formats (written, verbal, visual)",Content,"Understanding Alternative presentation formats (written, verbal, visual) is important for mastering this subject matter.",- Key content in this section
10,15,4,Extended time suggestions for project completion,Quiz,Understanding Extended time suggestions for project completion is important for mastering this subject matter.,- Key content in this section
10,15,5,Collaborative project options,Activity,Understanding Collaborative project options is important for mastering this subject matter.,- Key content in this section
10,15,6,Simplified project templates for students needing additional support,Quiz,Understanding Simplified project templates for students needing additional support is important for mastering this subject matter.,- Key content in this section
10,15,7,Advanced challenges for students ready for more complex projects,Quiz,Understanding Advanced challenges for students ready for more complex projects is important for mastering this subject matter.,- Key content in this section
10,16,1,Future robotics exploration: 45 minutes,Content,Understanding Future robotics exploration: 45 minutes is important for mastering this subject matter.,- Key content in this section
10,16,2,Course concept review: 45 minutes,Content,Understanding Course concept review: 45 minutes is important for mastering this subject matter.,- Key content in this section
10,16,3,Project planning: 1 hour,Quiz,Understanding Project planning: 1 hour is important for mastering this subject matter.,- Key content in this section
10,16,4,Project development: 3-5 hours (over 2-3 weeks),Quiz,Understanding Project development: 3-5 hours (over 2-3 weeks) is important for mastering this subject matter.,- Key content in this section
10,16,5,Project documentation and presentation: 1 hour,Quiz,Understanding Project documentation and presentation: 1 hour is important for mastering this subject matter.,- Key content in this section
10,17,1,Celebration of learning accomplishments with digital certificate,Content,Understanding Celebration of learning accomplishments with digital certificate is important for mastering this subject matter.,- Key content in this section
10,17,2,Summary of key robotics principles with visual review,Content,Understanding Summary of key robotics principles with visual review is important for mastering this subject matter.,- Key content in this section
10,17,3,Suggestions for continued robotics exploration with recommended resources,Content,Understanding Suggestions for continued robotics exploration with recommended resources is important for mastering this subject matter.,- Key content in this section
10,17,4,Final reflection on how robots can help create a better world,Activity,Understanding Final reflection on how robots can help create a better world is important for mastering this subject matter.,- Key content in this section
10,17,5,"""Where to go from here"" guide for students interested in pursuing robotics further",Content,"Understanding ""Where to go from here"" guide for students interested in pursuing robotics further is important for mastering this subject matter.",- Key content in this section
10,17,6,"""Stop and Think"": What was the most valuable thing you learned in this course? How might you use this knowledge in the future?",Content,"Understanding ""Stop and Think"": What was the most valuable thing you learned in this course? How might you use this knowledge in the future? is important for mastering this subject matter.",- Key content in this section
